,id,titulo,artista,Est_animo,tiempo,genero,tipo_artista,fecha,duracionSeg,top,anioNacimiento,edad_en_billboard,Est_animo_cod,tiempo_cod,genero_cod,tipo_artista_cod,edad_cod,duracion_cod
158,158,She Knows,J. COLE featuring AMBER COFFMAN & THE CULTS,Aggressive,Medium Tempo,Urban,Mixed,20140125,224.0,0,1985.0,29,4,2,4,1,2.0,3.0
159,159,The Days,AVICII,Yearning,Medium Tempo,Electronica,Male,20141025,240.0,0,1989.0,25,4,2,1,3,1.0,3.0
160,160,Girls Chase Boys,INGRID MICHAELSON,Yearning,Medium Tempo,Pop,Female,20140426,234.0,0,1979.0,35,4,2,3,2,3.0,3.0
161,161,Do I Make You Proud,TAYLOR HICKS,Empowering,Medium Tempo,Pop,Male,20060701,352.0,1,1976.0,30,6,2,3,3,2.0,6.0
162,162,Na Na,TREY SONGZ,Sensual,Slow Tempo,Urban,Male,20140208,193.0,0,1984.0,30,2,1,4,3,2.0,2.0
163,163,Sunshine & Whiskey,FRANKIE BALLARD,Empowering,Medium Tempo,Traditional,Male,20140726,233.0,0,,33,6,2,2,3,3.0,3.0
164,164,Odio,ROMEO SANTOS featuring DRAKE,Romantic,Medium Tempo,Traditional,Male,20140215,6743.0,0,1986.0,28,2,2,2,3,2.0,6.0
165,165,Everything I Didn't Say,5 SECONDS OF SUMMER,Melancholy,Medium Tempo,Pop,Male,20140802,243.0,0,1996.0,18,4,2,3,3,0.0,4.0
166,166,Maps,MAROON 5,Urgent,Medium Tempo,Pop,Male,20140705,203.0,0,1979.0,35,3,2,3,3,3.0,2.0
167,167,Waves,MR. PROBZ,Urgent,Fast Tempo,Other,Male,20140906,249.0,0,,35,3,0,0,3,3.0,4.0
168,168,Someone Like You,ADELE,Sophisticated,Medium Tempo,Pop,Female,20110917,235.0,1,1988.0,23,4,2,3,2,1.0,3.0
169,169,Life Of The Party,SHAWN MENDES,Empowering,Medium Tempo,Pop,Male,20140712,203.0,0,1999.0,15,6,2,3,3,0.0,2.0
170,170,A Man Who Was Gonna Die Young,ERIC CHURCH,Sentimental,Slow Tempo,Traditional,Male,20140215,234.0,0,1977.0,37,4,1,2,3,3.0,3.0
171,171,Hope You Get Lonely Tonight,COLE SWINDELL,Empowering,Medium Tempo,Traditional,Male,20140628,232.0,0,1983.0,31,6,2,2,3,3.0,3.0
172,172,The Devil Is A Lie,RICK ROSS featuring JAY Z,Cool,Medium Tempo,Urban,Male,20140322,230.0,0,,27,5,2,4,3,2.0,3.0
173,173,River Bank,BRAD PAISLEY,Rowdy,Medium Tempo,Traditional,Male,20140524,191.0,0,1972.0,42,4,2,2,3,4.0,2.0
174,174,The Hanging Tree,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,Peaceful,Medium Tempo,Soundtrack,Mixed,20141213,235.0,0,,37,1,2,0,1,3.0,3.0
175,175,Grenade,BRUNO MARS,Brooding,Medium Tempo,Pop,Male,20110108,773.0,1,1985.0,26,4,2,3,3,1.0,6.0
176,176,We Found Love,RIHANNA featuring CALVIN HARRIS,Excited,Medium Tempo,Pop,Female,20111112,74.0,1,1988.0,23,5,2,3,2,1.0,0.0
177,177,Royals,LORDE,Cool,Medium Tempo,Electronica,Female,20140104,265.0,0,1996.0,18,5,2,1,2,0.0,4.0
178,178,Collard Greens,SCHOOLBOY Q featuring KENDRICK LAMAR,Defiant,Medium Tempo,Urban,Male,20140208,298.0,0,,29,3,2,4,3,2.0,5.0
179,179,All About That Bass,MEGHAN TRAINOR,Cool,Medium Tempo,Pop,Female,20140920,228.0,1,1993.0,21,5,2,3,2,0.0,3.0
180,180,Homegrown Honey,DARIUS RUCKER,Yearning,Medium Tempo,Traditional,Male,20141122,243.0,0,1966.0,48,4,2,2,3,4.0,4.0
181,181,Little Red Wagon,MIRANDA LAMBERT,Yearning,Medium Tempo,Traditional,Female,20150228,252.0,0,1983.0,32,4,2,2,2,3.0,4.0
182,182,This Is Why I'm Hot,MIMS,Cool,Medium Tempo,Urban,Male,20070310,288.0,1,1981.0,26,5,2,4,3,1.0,5.0
183,183,Can't Stop Dancin',BECKY G,Sensual,Medium Tempo,Pop,Female,20150110,162.0,0,1997.0,18,2,2,3,2,0.0,1.0
184,184,Burnin' Up,JESSIE J featuring 2 CHAINZ,Excited,Medium Tempo,Pop,Mixed,20141101,301.0,0,,34,5,2,3,1,3.0,6.0
185,185,Viva La Vida,COLDPLAY,Empowering,Medium Tempo,Alternative & Punk,Male,20080628,205.0,1,1977.0,31,6,2,1,3,3.0,2.0
186,186,Outside,CALVIN HARRIS featuring ELLIE GOULDING,Yearning,Medium Tempo,Pop,Mixed,20141108,206.0,0,1984.0,30,4,2,3,1,2.0,2.0
187,187,Take It On Back,CHASE BRYANT,Gritty,Medium Tempo,Traditional,Female,20150117,238.0,0,,26,3,2,2,2,1.0,3.0
188,188,Wake Up Lovin' You,CRAIG MORGAN,Urgent,Medium Tempo,Traditional,Male,20140510,270.0,0,1965.0,49,3,2,2,3,4.0,4.0
189,189,Best Mistake,ARIANA GRANDE featuring BIG SEAN,Excited,Fast Tempo,Urban,Mixed,20140830,201.0,0,1994.0,20,5,0,4,1,0.0,2.0
190,190,G.U.Y.,LADY GAGA,Urgent,Medium Tempo,Pop,Female,20140412,234.0,0,1986.0,28,3,2,3,2,2.0,3.0
191,191,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],PITBULL featuring JENNIFER LOPEZ & CLAUDIA LEITTE,Excited,Medium Tempo,Pop,Mixed,20140426,260.0,0,1979.0,35,5,2,3,1,3.0,4.0
192,192,Sanctified,RICK ROSS featuring KANYE WEST & BIG SEAN,Defiant,Medium Tempo,Urban,Male,20140322,165.0,0,1976.0,38,3,2,4,3,3.0,1.0
193,193,U Guessed It,OG MACO,Defiant,Medium Tempo,Urban,Male,20141018,276.0,0,,29,3,2,4,3,2.0,5.0
194,194,Cop Car,KEITH URBAN,Empowering,Slow Tempo,Traditional,Male,20140215,91.0,0,1967.0,47,6,1,2,3,4.0,0.0
195,195,L.A.LOVE (la la),FERGIE,Sensual,Medium Tempo,Pop,Mixed,20141025,244.0,0,1975.0,39,2,2,3,1,3.0,4.0
196,196,Born This Way,LADY GAGA,Excited,Medium Tempo,Pop,Female,20110226,26.0,1,1986.0,25,5,2,3,2,1.0,0.0
197,197,Man Of The Year,SCHOOLBOY Q,Defiant,Medium Tempo,Urban,Male,20140208,258.0,0,,24,3,2,4,3,1.0,4.0
198,198,Love Me Again,JOHN NEWMAN,Defiant,Medium Tempo,Urban,Male,20140104,203.0,0,,24,3,2,4,3,1.0,2.0
199,199,Stay With Me,SAM SMITH,Yearning,Medium Tempo,Urban,Male,20140419,319.0,0,1992.0,22,4,2,4,3,1.0,6.0
200,200,I Lived,ONEREPUBLIC,Empowering,Medium Tempo,Pop,Male,20141213,185.0,0,1979.0,35,6,2,3,3,3.0,2.0
201,201,Partition,BEYONCE,Fiery,Medium Tempo,Soundtrack,Mixed,20140125,261.0,0,1981.0,33,4,2,0,1,3.0,4.0
202,202,Talladega,ERIC CHURCH,Empowering,Medium Tempo,Traditional,Male,20141108,296.0,0,1977.0,37,6,2,2,3,3.0,5.0
203,203,Sun Daze,FLORIDA GEORGIA LINE,Yearning,Medium Tempo,Traditional,Male,20141115,286.0,0,1987.0,27,4,2,2,3,2.0,5.0
204,204,No Love,AUGUST ALSINA,Sensual,Medium Tempo,Urban,Male,20141004,224.0,0,,30,2,2,4,3,2.0,3.0
205,205,Lonely Eyes,CHRIS YOUNG,Empowering,Medium Tempo,Traditional,Male,20150103,167.0,0,1985.0,30,6,2,2,3,2.0,1.0
206,206,Often,THE WEEKND,Sensual,Medium Tempo,Urban,Male,20141101,236.0,0,,21,2,2,4,3,0.0,3.0
207,207,The Monster,EMINEM featuring RIHANNA,Energizing,Medium Tempo,Urban,Mixed,20131221,259.0,1,1972.0,41,6,2,4,1,4.0,4.0
208,208,Diamonds,RIHANNA,Urgent,Medium Tempo,Urban,Female,20121201,252.0,1,1988.0,24,3,2,4,2,1.0,4.0
209,209,Bend Ova,LIL JON featuring TYGA,Aggressive,Medium Tempo,Urban,Male,20140927,333.0,0,,21,4,2,4,3,0.0,6.0
210,210,Dare (La La La),SHAKIRA,Energizing,Medium Tempo,Alternative & Punk,Mixed,20140607,0.0,0,1977.0,37,6,2,1,1,3.0,0.0
211,211,Love More,CHRIS BROWN featuring NICKI MINAJ,Excited,Medium Tempo,Urban,Mixed,20140104,109.0,0,1989.0,25,5,2,4,1,1.0,0.0
212,212,Promiscuous,NELLY FURTADO featuring TIMBALAND,Energizing,Medium Tempo,Pop,Mixed,20060708,189.0,1,1978.0,28,6,2,3,1,2.0,2.0
213,213,Like A Cowboy,RANDY HOUSER,Empowering,Medium Tempo,Traditional,Male,20141220,340.0,0,1969.0,45,6,2,2,3,4.0,6.0
214,214,Empire,SHAKIRA,Sensual,Medium Tempo,Electronica,Male,20140412,200.0,0,1977.0,37,2,2,1,3,3.0,2.0
215,215,Womanizer,BRITNEY SPEARS,Energizing,Medium Tempo,Pop,Female,20081025,174.0,1,1981.0,27,6,2,3,2,2.0,1.0
216,216,Hold On We're Going Home,DRAKE featuring MAJID JORDAN,Cool,Medium Tempo,Urban,Male,20140104,188.0,0,1986.0,28,5,2,4,3,2.0,2.0
217,217,Sledgehammer,FIFTH HARMONY,Excited,Fast Tempo,Pop,Female,20141213,271.0,0,1993.0,21,5,0,3,2,0.0,5.0
218,218,How To Love,CHRISTINA GRIMMIE,Energizing,Medium Tempo,Urban,Male,20140524,233.0,0,1994.0,20,6,2,4,3,0.0,3.0
219,219,Perfect Storm,BRAD PAISLEY,Yearning,Medium Tempo,Traditional,Male,20141025,0.0,0,1972.0,42,4,2,2,3,4.0,0.0
220,220,Go Hard Or Go Home,WIZ KHALIFA & IGGY AZALEA,Energizing,Medium Tempo,Urban,Male,20150307,233.0,0,,29,6,2,4,3,2.0,3.0
221,221,Cold One,ERIC CHURCH,Rowdy,Fast Tempo,Traditional,Male,20140823,270.0,0,1977.0,37,4,0,2,3,3.0,4.0
222,222,Amnesia,5 SECONDS OF SUMMER,Peaceful,Medium Tempo,Pop,Male,20140719,205.0,0,1996.0,18,1,2,3,3,0.0,2.0
223,223,I Can't Make You Love Me,JOSH KAUFMAN,Empowering,Medium Tempo,Rock,Female,20140524,270.0,0,,27,6,2,1,2,2.0,4.0
224,224,Drunk In Love,BEYONCE featuring JAY-Z,Energizing,Medium Tempo,Urban,Mixed,20140104,234.0,0,1981.0,33,6,2,4,1,3.0,3.0
225,225,Handsome And Wealthy,MIGOS,Aggressive,Fast Tempo,Urban,Male,20141011,221.0,0,1991.0,23,4,0,4,3,1.0,3.0
226,226,Goodnight Kiss,RANDY HOUSER,Empowering,Medium Tempo,Traditional,Male,20140125,363.0,0,1969.0,45,6,2,2,3,4.0,6.0
227,227,Ride,SOMO,Sophisticated,Medium Tempo,Urban,Male,20140125,232.0,0,,24,4,2,4,3,1.0,3.0
228,228,Gorilla,BRUNO MARS,Urgent,Fast Tempo,Pop,Male,20140111,253.0,0,1985.0,29,3,0,3,3,2.0,4.0
229,229,Who I Am With You,CHRIS YOUNG,Empowering,Medium Tempo,Traditional,Male,20140510,272.0,0,1985.0,29,6,2,2,3,2.0,5.0
230,230,All About It,HOODIE ALLEN featuring ED SHEERAN,Cool,Medium Tempo,Pop,Male,20150124,268.0,0,1991.0,24,5,2,3,3,1.0,4.0
231,231,Dear Future Husband,MEGHAN TRAINOR,Urgent,Fast Tempo,Pop,Female,20140927,253.0,0,1993.0,21,3,0,3,2,0.0,4.0
232,232,No Tellin',DRAKE,Cool,Medium Tempo,Urban,Male,20150307,322.0,0,1986.0,29,5,2,4,3,2.0,6.0
233,233,Who Do You Love?,YG featuring DRAKE,Cool,Medium Tempo,Urban,Male,20140329,238.0,0,1986.0,28,5,2,4,3,2.0,3.0
234,234,The Old Rugged Cross,CRAIG WAYNE BOYDE,Easygoing,Medium Tempo,Other,Male,20141227,253.0,0,1978.0,36,1,2,0,3,3.0,4.0
235,235,Wrecking Ball,MILEY CYRUS,Empowering,Medium Tempo,Pop,Female,20130928,196.0,1,1992.0,21,6,2,3,2,0.0,2.0
236,236,Stockholm Syndrome,ONE DIRECTION,Yearning,Medium Tempo,Pop,Male,20141206,227.0,0,1994.0,20,4,2,3,3,0.0,3.0
237,237,Delirious (Boneless), STEVE AOKI CHRIS LAKE & TUJAMO featuring KID INK,Defiant,Medium Tempo,Electronica,Male,20140906,214.0,0,,32,3,2,1,3,3.0,3.0
238,238,Irresistible,FALL OUT BOY,Defiant,Medium Tempo,Alternative & Punk,Male,20150124,2040.0,0,1984.0,31,3,2,1,3,3.0,6.0
239,239,Dust,ELI YOUNG BAND,Empowering,Medium Tempo,Traditional,Male,20140726,186.0,0,,21,6,2,2,3,0.0,2.0
240,240,I Choose You,SARA BAREILLES,Yearning,Medium Tempo,Pop,Female,20140524,0.0,0,1979.0,35,4,2,3,2,3.0,0.0
241,241,What We Ain't Got,JAKE OWEN,Sentimental,Slow Tempo,Traditional,Male,20150117,251.0,0,1981.0,34,4,1,2,3,3.0,4.0
242,242,Wildest Dreams,TAYLOR SWIFT,Sensual,Medium Tempo,Pop,Female,20141115,225.0,0,1989.0,25,2,2,3,2,1.0,3.0
243,243,I Walk The Line,CRAIG WAYNE BOYD,Melancholy,Medium Tempo,Traditional,Male,20141213,286.0,0,1978.0,36,4,2,2,3,3.0,5.0
244,244,New Flame,CHRIS BROWN featuring USHER & RICK ROSS,Sensual,Medium Tempo,Urban,Male,20140719,286.0,0,1989.0,25,2,2,4,3,1.0,5.0
245,245,#SELFIE,THE CHAINSMOKERS,Energizing,Medium Tempo,Electronica,Male,20140315,213.0,0,,21,6,2,1,3,0.0,3.0
246,246,Whatever She's Got,DAVID NAIL,Empowering,Medium Tempo,Traditional,Male,20140104,233.0,0,1979.0,35,6,2,2,3,3.0,3.0
247,247,Hey There Delilah,PLAIN WHITE T'S,Yearning,Medium Tempo,Alternative & Punk,Male,20070728,187.0,1,1979.0,28,4,2,1,3,2.0,2.0
248,248,Talking Body,TOVE LO,Energizing,Medium Tempo,Electronica,Female,20150214,211.0,0,,24,6,2,1,2,1.0,3.0
249,249,God Made Girls,RAELYNN,Yearning,Medium Tempo,Traditional,Female,20141108,236.0,0,1994.0,20,4,2,2,2,0.0,3.0
250,250,Don't Stop,5 SECONDS OF SUMMER,Melancholy,Slow Tempo,Pop,Male,20140531,295.0,0,1996.0,18,4,1,3,3,0.0,5.0
251,251,Throw Sum Mo,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,Cool,Medium Tempo,Urban,Mixed,20150117,266.0,0,1995.0,20,5,2,4,1,0.0,4.0
252,252,Whatcha Say,JASON DeRULO,Energizing,Medium Tempo,Pop,Male,20091114,358.0,1,1989.0,20,6,2,3,3,0.0,6.0
253,253,Whiskey In My Water,TYLER FARR,Empowering,Medium Tempo,Traditional,Male,20140412,72.0,0,,23,6,2,2,3,1.0,0.0
254,254,You Sound Good To Me,LUCY HALE,Excited,Medium Tempo,Traditional,Female,20140125,140.0,0,1989.0,25,5,2,2,2,1.0,0.0
255,255,White Walls,MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS,Cool,Medium Tempo,Urban,Male,20140104,343.0,0,1983.0,31,5,2,4,3,3.0,6.0
256,256,We Are Never Ever Getting Back Together,TAYLOR SWIFT,Excited,Medium Tempo,Pop,Female,20120901,165.0,1,1989.0,23,5,2,3,2,1.0,1.0
257,257,Made Me,SNOOTIE WILD featuring K CAMP,Excited,Fast Tempo,Urban,Male,20141108,317.0,0,,32,5,0,4,3,3.0,6.0
258,258,Imma Be,THE BLACK EYED PEAS,Defiant,Medium Tempo,Urban,Mixed,20100306,310.0,1,1975.0,35,3,2,4,1,3.0,6.0
259,259,Thinking About You,CALVIN HARRIS featuring AYAH MARAR,Excited,Medium Tempo,Pop,Mixed,20140201,210.0,0,1984.0,30,5,2,3,1,2.0,2.0
260,260,Human,CHRISTINA PERRI,Empowering,Slow Tempo,Pop,Female,20140222,232.0,0,,33,6,1,3,2,3.0,3.0
261,261,I See You,LUKE BRYAN,Yearning,Medium Tempo,Traditional,Male,20141213,241.0,0,1976.0,38,4,2,2,3,3.0,4.0
262,262,The Worst,JHENE AIKO,Sensual,Slow Tempo,Urban,Female,20140222,226.0,0,,23,2,1,4,2,1.0,3.0
263,263,Stay The Night,ZEDD featuring HAYLEY WILLIAMS,Excited,Medium Tempo,Pop,Mixed,20140104,241.0,0,,35,5,2,3,1,3.0,4.0
264,264,Apparently,J. COLE,Sensual,Medium Tempo,Urban,Male,20150103,241.0,0,1985.0,30,2,2,4,3,2.0,4.0
265,265,A Sky Full Of Stars,COLDPLAY,Brooding,Medium Tempo,Alternative & Punk,Male,20140517,239.0,0,1977.0,37,4,2,1,3,3.0,3.0
266,266,Somethin' Bad,MIRANDA LAMBERT duet with CARRIE UNDERWOOD,Urgent,Medium Tempo,Traditional,Female,20140607,207.0,0,,33,3,2,2,2,3.0,2.0
267,267,Somebody That I Used To Know,GOTYE featuring KIMBRA,Energizing,Medium Tempo,Alternative & Punk,Mixed,20120428,182.0,1,1980.0,32,6,2,1,1,3.0,2.0
268,268,You & I,ONE DIRECTION,Empowering,Medium Tempo,Pop,Male,20140503,203.0,0,1994.0,20,6,2,3,3,0.0,2.0
269,269,Pompeii,BASTILLE,Defiant,Medium Tempo,Alternative & Punk,Male,20140104,264.0,0,,32,3,2,1,3,3.0,4.0
270,270,Make Me Wanna,THOMAS RHETT,Empowering,Medium Tempo,Traditional,Male,20141129,206.0,0,1990.0,24,6,2,2,3,1.0,2.0
271,271,Truffle Butter,NICKI MINAJ featuring DRAKE & LIL WAYNE,Cool,Medium Tempo,Urban,Mixed,20150207,165.0,0,1982.0,33,5,2,4,1,3.0,1.0
272,272,Don't Let Me Be Lonely,THE BAND PERRY,Empowering,Medium Tempo,Traditional,Mixed,20140104,202.0,0,1983.0,31,6,2,2,1,3.0,2.0
273,273,Touchin Lovin,TREY SONGZ featuring NICKI MINAJ,Cool,Medium Tempo,Urban,Mixed,20140920,227.0,0,,26,5,2,4,1,1.0,3.0
274,274,Errrbody,YO GOTTI,Cool,Medium Tempo,Urban,Male,20141025,277.0,0,,34,5,2,4,3,3.0,5.0
275,275,John Doe,B.O.B featuring PRISCILLA,Yearning,Medium Tempo,Urban,Mixed,20140412,199.0,0,,30,4,2,4,1,2.0,2.0
276,276,Where Do Broken Hearts Go,ONE DIRECTION,Empowering,Medium Tempo,Pop,Male,20141129,267.0,0,1994.0,20,6,2,3,3,0.0,4.0
277,277,Can't Help Falling In Love,CHRISTINA GRIMMIE,Empowering,Medium Tempo,Pop,Female,20140607,230.0,0,1994.0,20,6,2,3,2,0.0,3.0
278,278,SexyBack,JUSTIN TIMBERLAKE,Cool,Medium Tempo,Pop,Male,20060909,370.0,1,1981.0,25,5,2,3,3,1.0,6.0
279,279,Girlfriend,AVRIL LAVIGNE,Urgent,Medium Tempo,Pop,Female,20070505,317.0,1,1984.0,23,3,2,3,2,1.0,6.0
280,280,She Twerkin,CA$H OUT,Energizing,Medium Tempo,Urban,Male,20140712,250.0,0,,29,6,2,4,3,2.0,4.0
281,281,One,ED SHEERAN,Empowering,Slow Tempo,Pop,Male,20140531,209.0,0,1991.0,23,6,1,3,3,1.0,2.0
282,282,About The Money,T.I. featuring YOUNG THUG,Cool,Medium Tempo,Urban,Male,20140823,0.0,0,1980.0,34,5,2,4,3,3.0,0.0
283,283,Burnin' It Down,JASON ALDEAN,Romantic,Medium Tempo,Traditional,Male,20140809,327.0,0,1977.0,37,2,2,2,3,3.0,6.0
284,284,Just Dance,LADY GAGA featuring COLBY O'DONIS,Excited,Medium Tempo,Pop,Mixed,20090117,222.0,1,1986.0,23,5,2,3,1,1.0,3.0
285,285,Do What U Want,LADY GAGA featuring R. KELLY,Excited,Medium Tempo,Pop,Mixed,20140104,230.0,0,1986.0,28,5,2,3,1,2.0,3.0
286,286,Dangerous,DAVID GUETTA featuring SAM MARTIN,Energizing,Medium Tempo,Urban,Male,20141108,0.0,0,1967.0,47,6,2,4,3,4.0,0.0
287,287,Love Never Felt So Good,MICHAEL JACKSON & JUSTIN TIMBERLAKE,Energizing,Medium Tempo,Pop,Male,20140517,219.0,0,1981.0,33,6,2,3,3,3.0,3.0
288,288,Chains,NICK JONAS,Defiant,Medium Tempo,Pop,Male,20150214,237.0,0,1992.0,23,3,2,3,3,1.0,3.0
289,289,Goodies,CIARA & PETEY PABLO,Cool,Medium Tempo,Urban,Mixed,20040911,200.0,1,1985.0,19,5,2,4,1,0.0,2.0
290,290,SOS,RIHANNA,Urgent,Fast Tempo,Urban,Female,20060513,234.0,1,1988.0,18,3,0,4,2,0.0,3.0
291,291,Steal My Girl,ONE DIRECTION,Defiant,Medium Tempo,Pop,Male,20141018,290.0,0,1994.0,20,3,2,3,3,0.0,5.0
292,292,Love Me Harder,ARIANA GRANDE & THE WEEKND,Excited,Fast Tempo,Pop,Mixed,20141025,189.0,0,1994.0,20,5,0,3,1,0.0,2.0
293,293,Preach,DRAKE featuring PARTYNEXTDOOR,Defiant,Medium Tempo,Urban,Male,20150228,315.0,0,1986.0,29,3,2,4,3,2.0,6.0
294,294,You're Beautiful,JAMES BLUNT,Empowering,Slow Tempo,Pop,Male,20060311,235.0,1,1974.0,32,6,1,3,3,3.0,3.0
295,295,Work It,MISSY MISDEMEANOR ELLIOTT,Energizing,Medium Tempo,Urban,Female,20150221,2836.0,0,1971.0,44,6,2,4,2,4.0,6.0
296,296,The Language,DRAKE,Cool,Medium Tempo,Urban,Male,20140104,288.0,0,1986.0,28,5,2,4,3,2.0,5.0
297,297,Adrenalina,WISIN featuring JENNIFER LOPEZ & RICKY MARTIN,Rowdy,Fast Tempo,Other,Male,20140322,276.0,0,,22,4,0,0,3,1.0,5.0
298,298,Dark Horse,KATY PERRY featuring JUICY J,Excited,Fast Tempo,Pop,Mixed,20140208,232.0,1,1984.0,30,5,0,3,1,2.0,3.0
299,299,Love The Way You Lie,EMINEM featuring RIHANNA,Excited,Medium Tempo,Urban,Mixed,20100731,236.0,1,1981.0,29,5,2,4,1,2.0,3.0
300,300,Not A Bad Thing,JUSTIN TIMBERLAKE,Empowering,Medium Tempo,Pop,Male,20140315,241.0,0,1981.0,33,6,2,3,3,3.0,4.0
301,301,Only Girl (In The World),RIHANNA,Urgent,Medium Tempo,Urban,Female,20101204,252.0,1,1988.0,22,3,2,4,2,1.0,4.0
302,302,Yeah,USHER feat LUDACRIS & LIL JON,Cool,Medium Tempo,Urban,Male,20040228,245.0,1,1978.0,26,5,2,4,3,1.0,4.0
303,303,Little Dummer Boy,PENTATONIX,Gritty,Medium Tempo,Traditional,Male,20140104,283.0,0,1992.0,22,3,2,2,3,1.0,5.0
304,304,24 Hours,TEEFLII featuring 2 CHAINZ,Sensual,Medium Tempo,Urban,Male,20140913,242.0,0,,27,2,2,4,3,2.0,4.0
305,305,I'm Not The Only One,SAM SMITH,Empowering,Medium Tempo,Urban,Male,20140621,217.0,0,1992.0,22,6,2,4,3,1.0,3.0
306,306,Hotel,KID INK featuring CHRIS BROWN,Sensual,Medium Tempo,Urban,Male,20150221,195.0,0,,33,2,2,4,3,3.0,2.0
307,307,17 Again,BRANTLEY GILBERT,Empowering,Medium Tempo,Traditional,Male,20140524,171.0,0,1985.0,29,6,2,2,3,2.0,1.0
308,308,What's My Name?,RIHANNA featuring DRAKE,Cool,Medium Tempo,Urban,Mixed,20101120,202.0,1,1988.0,22,5,2,4,1,1.0,2.0
309,309,Lips Are Movin',MEGHAN TRAINOR,Excited,Fast Tempo,Pop,Female,20141108,230.0,0,1993.0,21,5,0,3,2,0.0,3.0
310,310,i,KENDRICK LAMAR,Easygoing,Medium Tempo,Urban,Male,20141011,0.0,0,1987.0,27,1,2,4,3,2.0,0.0
311,311,Wiggle,JASON DERULO featuring SNOOP DOGG,Fiery,Medium Tempo,Jazz,Male,20140517,232.0,0,,30,4,2,0,3,2.0,3.0
312,312,Uptown Funk!,MARK RONSON featuring BRUNO MARS,Rowdy,Medium Tempo,Pop,Male,20150117,262.0,1,1975.0,40,4,2,3,3,3.0,4.0
313,313,Billie Jean,MICHAEL JACKSON,Stirring,Medium Tempo,Urban,Male,20140607,171.0,0,1958.0,56,5,2,4,3,4.0,1.0
314,314,Friday Night,ERIC PASLAY,Empowering,Medium Tempo,Traditional,Mixed,20140104,245.0,0,1983.0,31,6,2,2,1,3.0,4.0
315,315,I Luv This Shit,AUGUST ALSINA / TRINIDAD JAMES,Excited,Fast Tempo,Urban,Male,20140104,266.0,0,,35,5,0,4,3,3.0,4.0
